mol_id,smiles,mw,logp,hbd,hba,rtb,tpsa,has_pains,passed_lipinski,is_valid,passed_filter
CHEMBL5396148,Cc1c(/C=C/n2nnnc2C(C)NCCCO)cccc1-c1ccc2c(c1)OCCO2,421.5,3.08,2,7,8,94.32,False,True,True,True
CHEMBL5398154,Cc1c(COc2cc(OCc3cncc(C#N)c3)c(CN3CCCC[C@H]3C(=O)O)cc2Cl)cccc1-c1cccc(OCCCN2CCC(O)CC2)c1C,753.34,7.71,2,9,15,128.38,False,False,True,False
CHEMBL5398323,COc1cc2c(cc1CN[C@@H](CO)C(=O)O)C(=O)N(c1cccc(-c3ccccc3)c1C)C2=O,460.49,3.01,3,6,8,116.17,False,True,True,True
CHEMBL5398715,N#Cc1cncc(COc2cc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2CNCCO)c1,517.99,5.65,2,6,11,87.4,False,False,True,False
CHEMBL5399538,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3C[C@@H](F)C[C@@H]3C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,643.11,7.11,1,7,10,101.25,False,False,True,False
CHEMBL539_div,CC(=O)O,60.05,0.09,1,1,0,37.3,False,True,True,True
CHEMBL53_div,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.33,2.85,2,3,0,43.7,True,True,True,False
CHEMBL5400320,Cc1c(OCc2nnc(SCc3cccc(CN[C@@H](CO)C(=O)O)c3)o2)cccc1-c1ccccc1,505.6,4.45,3,8,12,117.71,False,False,True,False
CHEMBL5401188,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,418.54,4.48,2,4,10,59.59,False,True,True,True
CHEMBL5403026,CC(=O)c1ccc(C(=O)N2CCC(NC(=O)c3nc(-n4cncn4)c4ccccc4n3)CC2)cc1,469.51,2.45,1,7,5,122.97,False,True,True,True
CHEMBL5403275,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)NCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)cc2Cl)cccc1-c1ccccc1,849.5,7.66,4,8,18,144.82,False,False,True,False
CHEMBL5405710,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CN[C@H](C)CO,421.54,4.73,2,5,10,59.95,False,True,True,True
CHEMBL5408194,COc1nc(-c2cccc(-c3cccc(-c4nnc(Nc5cccc(CNCCO)c5)o4)c3C)c2C)ccc1CNCCO,594.72,5.0,5,10,14,137.59,False,False,True,False
CHEMBL5409531,CCOc1cccc(-c2cccc(COc3cc(OC)c(CNCCNC(C)=O)c(OC)c3)c2C)c1,492.62,4.88,2,6,13,78.05,False,True,True,False
CHEMBL5409721,Cc1c(/C=C/n2nnnc2CN2CCCOC2)cccc1-c1ccccc1,361.45,3.46,0,5,5,56.07,False,True,True,True
CHEMBL5411395,COc1ccc(Cc2nc(NC(=O)c3cccc(NC(=O)OC(C)(C)C)c3)n(C)c2Cc2ccc(OC)c(OC)c2)cc1,586.69,6.23,2,7,10,112.94,False,False,True,False
CHEMBL5411444,Cc1c(CN2CCCC(C(=O)N[C@H](Cn3cncn3)C(=O)OC(C)C)C2)cccc1-c1ccccc1,489.62,3.6,1,6,9,89.35,False,True,True,True
CHEMBL5411634,Cc1c(-c2nnc(Nc3cccc(CN4CC[C@@H](O)C4)c3)o2)cccc1-c1cccc(-c2nnc(Nc3cccc(CN4CC[C@@H](O)C4)c3)o2)c1C,698.83,6.69,4,12,11,148.84,False,False,True,False
CHEMBL5411746,CC(C)OC(=O)[C@@H](Cn1ccnc1)NC(=O)C1CCCN(C(=O)c2cccc(-c3ccccc3)c2)C1,488.59,3.54,1,5,8,93.53,False,True,True,True
CHEMBL5411858,CC(C)c1ccc(C(=O)N2CCC(NC(=O)c3nc(-n4ccnc4)c4ccccc4n3)CC2)cc1,468.56,3.97,1,5,5,93.01,False,True,True,True
CHEMBL5412235,CCOC(=O)/C(C#N)=C/c1cccc(C#N)c1,226.24,2.03,0,4,3,73.88,False,True,True,True
CHEMBL5413429,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCC[C@H]3C(=O)O)cc2Cl)cccc1-c1cccc(OCCCN2CCOCC2)c1C,738.32,8.19,1,8,15,104.49,False,False,True,False
CHEMBL5414215,Cc1c(COc2ccc(CN3CCCCC3C(=O)O)cc2F)cccc1-c1ccccc1,433.52,5.82,1,3,7,49.77,False,False,True,False
CHEMBL5416482,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN(C)CCO)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,586.09,5.94,1,8,11,97.07,False,False,True,False
CHEMBL5419267,CCNCc1nnnn1/C=C/c1cccc(-c2ccccc2)c1C,319.41,3.39,1,4,6,55.63,False,True,True,True
CHEMBL5419949,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,569.65,2.16,5,10,13,139.1,False,False,True,False
CHEMBL5420146,COc1nc(-c2cccc(-c3cccc(-c4nnc(Nc5cccc(CNCCO)c5)o4)c3C)c2C)ccc1CNCCNC(C)=O,635.77,5.14,5,10,15,146.46,False,False,True,False
CHEMBL5424058,CC(=O)c1ccc(NC(=O)c2nc(-n3ccnc3)c3ccccc3n2)cc1,357.37,3.27,1,5,4,89.77,False,True,True,True
CHEMBL5425878,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,581.67,1.69,5,10,13,151.63,False,False,True,False
CHEMBL5428115,CC1=C(C(=O)OCc2ccccc2)C(CC(C)(C)C)C(C(=O)OCc2ccccc2)=C(C)N1,447.58,5.68,1,5,7,64.63,False,False,True,False
CHEMBL5429162,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3ccccc3)c2Br)cc1OCc1cccnc1,597.89,5.86,3,6,12,100.91,False,False,True,False
CHEMBL5429887,Cc1cc(CN2CCCCC2C(=O)O)ccc1OCc1cccc(-c2ccccc2)c1C,429.56,5.99,1,3,7,49.77,False,False,True,False
CHEMBL5430147,COc1nc(O[C@H]2CCc3c(-c4cccc(C(=O)Nc5ccc(CNCCNC(C)=O)cn5)c4Cl)cccc32)c(Cl)cc1CNCCNC(C)=O,734.68,5.23,5,9,16,155.6,False,False,True,False
CHEMBL5431528,CC(=O)NCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)nc1,389.5,3.86,2,4,9,63.25,False,True,True,True
CHEMBL5431769,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,540.61,1.55,5,10,12,142.76,False,False,True,False
CHEMBL5432092,COC(=O)[C@@H](Cn1cncn1)NCc1cccc(OCc2cccc(-c3ccccc3)c2C)c1,456.55,4.16,1,6,10,78.27,False,True,True,True
CHEMBL54349_div,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,404.34,5.5,0,2,7,37.61,False,False,True,False
CHEMBL5435761,CC(C)NC(=O)N[C@H]1CC[C@@H](c2nc(-c3ccc4ccccc4c3)no2)N1C,379.46,3.69,2,5,4,83.29,False,True,True,True
CHEMBL5435961,COc1cc(OCc2cccc(-c3ccc4c(c3)OCCO4)c2C)cc(OC)c1CNCCNC(C)=O,506.6,4.26,2,7,11,87.28,False,False,True,False
CHEMBL5436514,Cc1c(COc2cc(OCc3ccnc(C#N)c3)c(CN(C)[C@H](CO)C(=O)O)cc2Cl)cccc1-c1ccc2c(c1)OCCO2,630.1,5.39,2,9,12,134.37,False,False,True,False
CHEMBL5437019,COc1cc(OCc2cccc(-c3ccc4c(c3)OCO4)c2C)cc(OC)c1CNCCNC(C)=O,492.57,4.21,2,7,11,87.28,False,True,True,False
CHEMBL5438296,Fc1cccc(-c2nccc(N[C@@H]3CO[C@@H]4[C@H]3OC[C@H]4NCc3ccccn3)n2)c1,407.45,2.41,2,7,6,81.19,False,True,True,True
CHEMBL5439087,N#Cc1c(-c2ccc(F)cc2)csc1OCc1ccc(CN)cc1,338.41,4.46,1,4,5,59.04,False,True,True,True
CHEMBL544_div,COc1ccc(O)cc1,124.14,1.4,1,2,1,29.46,False,True,True,True
CHEMBL545_div,CCO,46.07,-0.0,1,1,0,20.23,False,True,True,True
CHEMBL546_div,C=CCOc1ccccc1OCC(O)CNC(C)C,265.35,1.99,2,4,9,50.72,False,True,True,True
CHEMBL547_div,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,300.44,5.6,1,1,5,37.3,False,False,True,False
CHEMBL548_div,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,352.47,3.25,3,4,12,94.83,False,True,True,False
CHEMBL54976_div,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,204.23,1.12,3,2,3,79.11,False,True,True,True
CHEMBL549_div,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,324.4,3.81,0,3,5,36.26,False,True,True,True
CHEMBL54_div,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.87,4.43,1,3,6,40.54,False,True,True,True
CHEMBL5505768,Cc1c(C(=O)Oc2ccc(CNC(CO)(CO)CO)c(Br)c2)cccc1-c1ccccc1,500.39,3.45,4,6,9,99.02,False,False,True,False
CHEMBL550_div,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.26,1.16,0,3,3,44.12,False,True,True,True
CHEMBL5512453,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O.Cl,455.99,4.29,2,5,10,72.48,False,True,True,True
CHEMBL55214_div,NCCCCCC(O)(P(=O)(O)O)P(=O)(O)O,277.15,-0.49,6,4,7,161.31,False,False,True,False
CHEMBL5523513,O=C(NCCN1CCOCC1)c1ccc(-c2ccc(F)cc2)cc1,328.39,2.55,1,3,5,41.57,False,True,True,True
CHEMBL5527862,Cc1c(C(=O)Oc2ccc(CN3C[C@H](O)C[C@H]3C(=O)O)c(OCc3cccc(C#N)c3)c2)cccc1-c1ccccc1,562.62,5.35,2,7,9,120.09,False,False,True,False
CHEMBL5527974,N#Cc1ccc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cc1,335.41,2.29,1,4,5,65.36,False,True,True,True
CHEMBL5532039,Cc1c(COc2cc(OCc3cccc(C#N)c3)c(CN3CCCCC3C(=O)N3CCN(c4ccc(-c5c[nH]c(=O)[nH]c5=O)nn4)CC3)cc2Cl)cccc1-c1ccccc1,837.38,6.88,2,10,12,160.54,False,False,True,False
CHEMBL5532575,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(OCCCN4CCC(O)CC4)c3)c2Cl)cc1OCc1ccc2nonc2c1,751.66,6.12,4,11,17,159.64,False,False,True,False
CHEMBL553_div,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.44,3.41,1,7,10,74.73,False,True,True,True
CHEMBL5542281,Cc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CNC(CO)(CO)CO,435.52,2.99,4,6,9,99.02,False,True,True,True
CHEMBL554_div,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,581.07,6.14,2,8,11,106.35,False,False,True,False
CHEMBL5555050,Cc1cc(OC(=O)c2cccc(-c3ccccc3)c2C)ccc1CN[C@@H](CO)C(=O)O,419.48,3.72,3,5,8,95.86,False,True,True,True
CHEMBL5555873,O=C(NCCN1CCOCC1)c1ccc(-c2cnc3[nH]ccc3c2)cc1,350.42,2.29,2,4,5,70.25,False,True,True,True
CHEMBL5556086,O=C(NCCN1CCOCC1)c1ccc(-c2cncnc2)cc1,312.37,1.21,1,5,5,67.35,False,True,True,True
CHEMBL5556271,CCOC(C)n1cc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cn1,372.47,2.17,1,5,8,68.62,False,True,True,True
CHEMBL5556505,Nc1ccc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cc1,325.41,2.0,2,4,5,67.59,False,True,True,True
CHEMBL5556986,COc1ccc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cn1,341.41,1.82,1,5,6,63.69,False,True,True,True
CHEMBL5557264,O=C(O)CN1CCc2nc(OCc3cccc(-c4ccccc4F)c3Cl)ccc2C1,426.88,4.56,1,4,6,62.66,False,True,True,True
CHEMBL5557337,O=C(NCCN1CCOCC1)c1ccc(-c2ccc3cc4ccccc4cc3c2)cc1,410.52,4.72,1,3,5,41.57,False,True,True,True
CHEMBL5557884,COc1nc(-c2cccc(-c3ccccc3)c2C)ccc1COC(=O)/C=C/c1ccn2ccnc2c1,475.55,6.14,0,5,7,65.72,False,False,True,False
CHEMBL5558040,Cn1ccc2cc(-c3ccc(C(=O)NCCN4CCOCC4)cc3)ccc21,363.46,2.91,1,3,5,46.5,False,True,True,True
CHEMBL5559214,COc1ccc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cc1F,358.41,2.56,1,4,6,50.8,False,True,True,True
CHEMBL5559755,O=C(NCCN1CCOCC1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,378.39,3.43,1,3,5,41.57,False,True,True,True
CHEMBL5559890,O=C(NCCN1CCOCC1)c1ccc(-c2ccc3c(c2)OCCO3)cc1,368.43,2.19,1,5,5,60.03,False,True,True,True
CHEMBL5559947,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,737.27,9.69,2,9,17,95.99,False,False,True,False
CHEMBL5561168,Cc1c(CN2CCC(NCC(O)(Cn3ccnc3)c3ccc(Cl)cc3Cl)CC2)cccc1-c1ccccc1,549.55,6.31,2,4,9,53.32,False,False,True,False
CHEMBL5561473,COc1cc(CNCCO)nc(Nc2cccc(O)c2)n1,290.32,1.02,4,7,7,99.53,False,True,True,True
CHEMBL5562102,Cc1c(CN2CCC(NCC(O)(Cn3cncn3)c3ccc(Cl)cc3)CC2)cccc1-c1ccccc1,516.09,5.05,2,5,9,66.21,False,False,True,False
CHEMBL5562493,O=C(NCCN1CCOCC1)c1ccc(-c2cc3ccccc3s2)cc1,366.49,3.63,1,4,5,41.57,False,True,True,True
CHEMBL5562590,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(OCCCN4CCC(O)CC4)c3)c2F)cc1OCc1ccc2nonc2c1,735.21,5.6,4,11,17,159.64,False,False,True,False
CHEMBL5563111,COc1ccc(C(=O)/C=C/c2ccc(OCc3ccc(CNC(=O)C4CCN(C(=O)C5CCCCN5Cc5cc(Cl)c(OCc6cccc(-c7ccccc7)c6C)cc5OCc5cccc(C#N)c5)CC4)cc3)c(OC)c2)cc1,1077.72,12.75,1,10,21,139.66,False,False,True,False
CHEMBL5563757,O=C(O)[C@@H](CO)NCc1cc(Cl)c(OCc2cccc(-c3cccc(OCCCN(CCO)CCO)c3)c2Cl)cc1OCc1ccc2nonc2c1,755.65,4.95,5,12,21,179.87,False,False,True,False
CHEMBL5563818,COc1ncc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cn1,342.4,1.21,1,6,6,76.58,False,True,True,True
CHEMBL5565450,Cn1nccc1-c1ccc(C(=O)NCCN2CCOCC2)cc1,314.39,1.15,1,4,5,59.39,False,True,True,True
CHEMBL5566141,Cc1c(NC(=O)c2ccc(CNCCO)cn2)cccc1-c1cccc(NC(=O)c2ccc(CNCCCNS(C)(=O)=O)cn2)c1C,659.81,3.38,6,9,16,174.44,False,False,True,False
CHEMBL5566404,Cc1c(CN2CCCC(C(=O)NCC(O)(Cn3cncn3)c3ccc(Cl)cc3)C2)cccc1-c1ccccc1,544.1,4.82,2,5,9,83.28,False,False,True,False
CHEMBL5566429,O=C(NCCN1CCOCC1)c1ccc(-c2ccn(C3CCCCO3)n2)cc1,384.48,2.31,1,5,6,68.62,False,True,True,True
CHEMBL5568425,CC(C)(C)OC(=O)Nc1ccc(-c2ccc(C(=O)NCCN3CCOCC3)cc2)cc1,425.53,3.76,2,5,6,79.9,False,True,True,True
CHEMBL556_div,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,560.69,0.92,6,9,23,205.84,False,False,True,False
CHEMBL5570208,Cc1c(NC(=O)c2ccc(CNCCCO)cn2)cccc1-c1cccc(NC(=O)c2ccc(CN[C@@H](C)CO)cn2)c1C,596.73,4.21,6,8,14,148.5,False,False,True,False
CHEMBL5572395,Cc1c(NC(=O)c2ccc(CNCCO)cn2)cccc1-c1cccc(NC(=O)c2ccc(CNCCCNS(C)(=O)=O)cn2)c1C.Cl.Cl.Cl.Cl,805.66,5.06,6,9,16,174.44,False,False,True,False
CHEMBL558_div,Cc1cccc(C)c1OCC(C)N,179.26,2.03,1,2,3,35.25,False,True,True,True
CHEMBL5596047,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(=O)CCCc1cn(CC(=O)NCC(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)NCC(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)nn1,2522.94,-12.18,46,34,85,1194.41,False,False,True,False
CHEMBL559_div,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,776.87,4.56,3,4,5,92.78,False,False,True,False
CHEMBL55_div,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.43,2.88,4,4,10,118.2,False,True,True,True
CHEMBL56021_div,CC(=O)N[C@@H](CC(C)C)C(=O)O,173.21,0.62,2,2,4,66.4,False,True,True,True
CHEMBL5611916,Cc1c(OCCCN2CCC(O)CC2)cccc1-c1ccc2nc(-c3cccc(CNCCO)c3)oc2c1,515.65,4.78,3,7,11,90.99,False,False,True,False
CHEMBL5612053,N#Cc1cncc(COc2cc(OCc3cccc(-c4ccc5c(c4)OCCO5)c3C(F)F)ccc2CNCCO)c1,573.6,5.57,2,8,12,105.86,False,False,True,False
CHEMBL561_div,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.35,1.8,2,4,3,74.57,False,True,True,True
CHEMBL5620138,COc1cc(-n2ncc3c(-c4cccc(-c5nc6cc(CN(C)[C@H]7CC[C@H](C(=O)O)CC7)cc(C#N)c6o5)c4C)cccc32)cc(OC)c1CN(C)[C@@H]1CCOC[C@@H]1O,798.94,7.35,2,11,12,159.34,False,False,True,False
CHEMBL562_div,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,352.77,2.81,0,6,3,71.06,False,True,True,True
CHEMBL56337_div,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,319.41,2.92,1,4,4,57.61,True,True,True,False
CHEMBL56367_div,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,308.31,2.76,1,5,5,98.54,False,True,True,True
CHEMBL563_div,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,244.26,3.68,1,1,3,37.3,False,True,True,True
CHEMBL564_div,CN(C)CCCN1c2ccccc2Sc2ccccc21,284.43,4.24,0,3,4,6.48,True,True,True,False
CHEMBL56564_div,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,284.36,2.95,1,3,2,45.33,False,True,True,True
CHEMBL565_div,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,242.7,3.06,0,3,4,35.53,False,True,True,True
CHEMBL566_div,O=c1cc[nH]c(=O)[nH]1,112.09,-0.94,2,2,0,65.72,False,True,True,True
CHEMBL567_div,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,403.98,3.94,1,5,6,29.95,False,True,True,True
CHEMBL568_div,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,286.72,2.45,2,3,1,61.69,False,True,True,True
CHEMBL56900_div,c1ccc(Cn2c(N3CCNCC3)nc3ccccc32)cc1,292.39,2.49,1,3,3,33.09,False,True,True,True
CHEMBL569_div,CCN(CC)CCOC(=O)c1ccc(N)cc1,236.31,1.77,1,4,6,55.56,False,True,True,True
CHEMBL570_div,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,352.43,5.26,0,3,4,6.48,False,False,True,False
CHEMBL571_div,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.28,3.11,1,2,4,54.37,False,True,True,True
CHEMBL57242_div,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,456.46,4.19,2,6,7,123.24,False,True,True,True
CHEMBL572_div,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.16,0.07,1,6,3,118.05,False,True,True,True
CHEMBL5739880,COc1cc(-c2cccc(-c3cccc(-c4cc(F)c(CNCCCO)c(OC)c4)c3C)c2C)cc(F)c1CNCCCO,604.74,6.54,4,6,15,82.98,False,False,True,False
CHEMBL573_div,O=C(O)c1cccnc1,123.11,0.78,1,2,1,50.19,False,True,True,True
CHEMBL5740219,COc1cc(-c2cccc(-c3cccc(Nc4cncc5nccnc45)c3C)c2C)cc(F)c1CN1CC(C(=O)O)C1,563.63,6.38,2,7,8,100.47,False,False,True,False
CHEMBL5740264,CC(N[C@@H](CO)C(=O)O)c1cc(Cl)c(O[C@H]2CCc3c(-c4cccc5c4OCCO5)cccc32)cc1OCc1cncc(C#N)c1,642.11,5.79,3,9,11,143.16,False,False,True,False
CHEMBL5740895,CC1(O)CCN(Cc2cc(Cl)c(O[C@H]3CCc4c(-c5ccccc5F)cccc43)cc2OCc2cncc(C#N)c2)CC1,598.12,7.4,1,6,8,78.61,False,False,True,False
CHEMBL5741358,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cn(C)c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1COCC[C@H]1O,616.69,3.67,3,7,8,123.82,False,False,True,False
CHEMBL5741862,Cc1cc(-c2cccc(-c3cccc(OCCCN4CCC(F)CC4)c3C)c2C)ccc1CN(C)C,488.69,7.21,0,3,9,15.71,False,False,True,False
CHEMBL5742144,COc1cc(-c2cccc(-c3cccc(NC(=O)c4cccn(C)c4=O)c3C)c2C)cc(F)c1CN[C@@H]1CCC[C@@H]1O,569.68,5.74,3,5,8,92.59,False,False,True,False
CHEMBL5742563,Cc1c(COc2ccc3c(c2)C[C@H](O)[C@@H]3NCCN2CCOCC2)cccc1-c1ccccc1,458.6,4.12,2,5,8,53.96,False,True,True,True
CHEMBL5744040,COc1cccc(-c2cccc3c2CCC3CCOc2cc(OCc3cncc(C#N)c3)c(CN[C@@H](CO)C(=O)O)cc2Cl)c1F,646.12,6.03,3,8,14,133.93,False,False,True,False
CHEMBL5744123,COc1ccc(Cl)c(-c2cccc3c2CC[C@@H]3Oc2cc(OCc3cncc(C#N)c3)c(CN[C@@H](CO)C(=O)O)cc2Cl)c1,634.52,6.12,3,8,12,133.93,False,False,True,False
CHEMBL5744234,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCC(C)(C)C(N)=O,601.68,4.03,4,6,10,148.31,False,False,True,False
CHEMBL5744350,Cc1cc(CN(C)CC(=O)O)ccc1OCc1cccc(-c2ccccc2)c1C,389.5,5.07,1,3,8,49.77,False,False,True,False
CHEMBL5744372,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccccc5F)cccc43)c(Cl)cc2CNC(=O)CCCC(=O)O)c1,614.07,6.93,2,6,12,121.54,False,False,True,False
CHEMBL5744676,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2C)cc(F)c1CNC[C@H]1CCC(=O)N1,576.68,6.24,3,7,9,101.06,False,False,True,False
CHEMBL5744754,N#Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccc(Cl)c(Cl)c5)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,638.94,6.76,3,7,11,124.7,False,False,True,False
CHEMBL5744910,CCCN(C)Cc1c(F)cc(-c2cccc(-c3cccc(-c4cc(F)c(CN(C)CCCC(=O)O)c(OC)c4)c3C)c2C)cc1OC,644.8,8.74,1,5,15,62.24,False,False,True,False
CHEMBL5744980,COc1cc(-c2cccc(-c3cccc(-c4cc(F)c(CN[C@@H]5CCC[C@@H]5O)c(OC)c4)c3C)c2C)cc(F)c1CN[C@@H]1CCC[C@@H]1O,656.81,7.61,4,6,11,82.98,False,False,True,False
CHEMBL5745082,COc1cc(OCc2cccc(-c3ccccc3)c2C#N)cc(OC)c1CNCCC(N)=O,445.52,3.79,2,6,11,106.6,False,True,True,False
CHEMBL5747099,COc1cc(OCc2cccc(-c3ccccc3)c2C)cc(OC)c1CNCCOCCOCCOCCOCCOCCOCCC(=O)O,699.84,4.92,2,11,29,132.4,False,False,True,False
CHEMBL5747284,COc1cc(-c2cccc(-c3cccc(NC(=O)c4ccc(C(=O)O)cn4)c3C)c2C)cc(F)c1CN,499.54,5.59,3,5,7,114.54,False,False,True,False
CHEMBL5747524,N#Cc1cc(C#N)cc(COc2cc(O[C@H]3CCc4c(-c5ccccc5)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,594.07,5.93,3,7,11,135.6,False,False,True,False
CHEMBL5747539,COc1cc(-c2cccc(-c3cccc(Nc4nccc5nccnc45)c3C)c2F)cc(F)c1CNC[C@@H]1CCC(=O)N1,580.64,6.07,3,7,9,101.06,False,False,True,False
CHEMBL5747583,C[C@@](CO)(NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccc5c(c4F)OCCO5)cccc32)cc1OCc1cc(C#N)cc(C#N)c1)C(=O)O,684.12,6.23,3,9,11,154.06,False,False,True,False
CHEMBL5747713,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CN(C)[C@@H]1CNC(=O)C1,599.66,3.74,3,6,8,125.53,False,False,True,False
CHEMBL5747807,Cc1cncc(COc2cc(O[C@H]3CCc4c(-c5ccc6c(c5F)OCCO6)cccc43)c(Cl)cc2CN[C@@H](CO)C(=O)O)c1,635.09,5.8,3,8,11,119.37,False,False,True,False
CHEMBL5747905,CC(CO)(NCc1cc(Cl)c(O[C@H]2CCc3c(-c4ccccc4F)cccc32)cc1OCc1cncc(C#N)c1)C(=O)O,602.06,5.98,3,7,11,124.7,False,False,True,False
CHEMBL5748058,COCc1ccccc1-c1cccc2c1CC[C@@H]2Oc1cc(OCc2cncc(C#N)c2)c(CN[C@@H](CO)C(=O)O)cc1Cl,614.1,5.6,3,8,13,133.93,False,False,True,False
CHEMBL5748338,COc1cc(-c2cccc(-c3cccc(NC(=O)c4c[nH]c(=O)n(C)c4=O)c3C)c2C)cc(F)c1CNCCO,546.6,3.51,4,6,9,125.45,False,False,True,False
